monthly_sales_log,price_log,age17,age18_24,age25_29,age30_34,age35_39,age40,圆领,韩版,黑色,中长款,白色,显瘦,雪纺,条纹,荷叶边,蓝色,红色,粉色
7.749753406274437,4.248495242049359,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
7.748028524432376,4.3694478524670215,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1
7.746732907753622,5.298317366548036,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1
7.740229524763182,5.241747015059643,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0
7.739794458408701,5.1298987149230735,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1
7.734996194022781,4.794963757620747,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7.731492029245684,4.867534450455582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.726212650507529,4.605170185988092,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
7.720017940432244,4.9344739331306915,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
7.711101251840158,5.0106352940962555,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
7.709756864454165,5.187385805840755,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1
7.704361167910313,4.787491742782046,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
7.699842407396986,4.882801922586371,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
7.693937325509272,4.859812404361672,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0
7.676473646389156,4.77912349311153,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
7.668093709082406,4.77912349311153,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
7.664346632098617,4.109233174715851,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
7.650168700845001,4.509760001183433,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
7.649692623711514,4.787491742782046,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
7.641564441260972,4.77912349311153,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
7.634820677745543,5.631211781821365,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0
7.632885505395133,4.382026634673881,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
7.630461261783627,4.605170185988092,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0
7.624130585661289,4.9344739331306915,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1
7.609862200913554,4.59511985013459,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0
7.609862200913554,4.859812404361672,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
7.60339933974067,4.382026634673881,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
7.601402334583733,5.1298987149230735,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
7.599401333415815,4.700480365792417,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0
7.597897950521784,4.605170185988092,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0
7.597396320212795,4.787491742782046,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
7.585788821732034,4.912654885736052,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
7.584773077612199,4.9344739331306915,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0
7.584773077612199,4.941642422609304,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1
7.570443252057374,4.9344739331306915,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0
7.569927655242652,4.787491742782046,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
7.563200592358071,4.382026634673881,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
7.5569505720129,4.6913478822291435,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
7.556427969440253,5.1298987149230735,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
7.551186867296149,5.700443573390687,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7.537962659768208,4.9344739331306915,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
7.533693709848633,4.77912349311153,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0
7.532623618788788,4.605170185988092,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
7.532088143541722,4.382026634673881,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7.531552381407289,4.77912349311153,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
7.528869256642251,4.9344739331306915,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7.517520850603031,5.241747015059643,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
7.516977224604321,4.663439094112067,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
7.500529485395295,4.107589788972121,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
7.493873886783559,5.123963979403259,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7.485491608030754,5.1298987149230735,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
7.484368643286131,4.248495242049359,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0
7.48324441607385,4.382026634673881,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7.459914766241105,4.330733340286331,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7.457609289715606,4.605170185988092,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
7.457609289715606,4.605170185988092,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
7.456454555176209,4.382026634673881,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
7.455298485683291,5.703782474656201,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
7.440146680662688,5.963579343618446,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0
7.437206366871292,5.135798437050262,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
7.432483807917119,4.59511985013459,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1
7.429520842786462,4.248495242049359,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0
7.428927194802272,5.0689042022202315,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
7.425953657077541,6.285998094508865,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
7.425953657077541,4.382026634673881,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
7.422971251049421,4.7086288943563215,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
7.418780882750794,5.135798437050262,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0
7.418180822726788,4.941642422609304,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
7.4133673356952405,5.075173815233827,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0
7.411556287811163,5.0106352940962555,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7.411556287811163,4.393213824064446,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7.405495663199472,4.7535901911063645,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
7.3987862754199485,5.298317366548036,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
7.397561535524052,4.941642422609304,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
7.393263094763838,6.396929655216146,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
7.393263094763838,4.867534450455582,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0
7.3914152346753585,4.919980925828125,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
7.387090235656757,4.9344739331306915,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0
7.380879035564116,4.787491742782046,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7.3758821482150125,4.990432586778736,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
7.374629015218945,5.135798437050262,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1
7.373374309910049,4.59511985013459,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
7.371489295214277,4.700480365792417,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
7.3632795869630385,4.499809670330265,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7.357556200910353,5.075173815233827,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
7.356918242356021,4.605170185988092,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7.356918242356021,4.605170185988092,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
7.356918242356021,4.2612704335380815,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0
7.3537223303996315,4.867534450455582,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0
7.352441100243583,4.59511985013459,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
7.349873704738337,4.2612704335380815,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
7.347299700743164,4.882801922586371,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7.341483852363161,5.0689042022202315,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
7.337587743538596,5.1298987149230735,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0
7.337587743538596,4.605170185988092,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
7.3277805384216315,5.963579343618446,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.315218389752975,4.564348191467836,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0
7.31455283232408,4.605170185988092,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
7.3098814858247865,4.532599493153256,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7.307202314764738,5.117993812416755,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
7.300472814267799,4.941642422609304,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
7.29641326877392,4.382026634673881,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0
7.293017679772782,4.605170185988092,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7.293017679772782,4.499809670330265,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0
7.2909747781429814,4.867534450455582,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
7.2875606403097235,4.941642422609304,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7.284820912568604,4.9344739331306915,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
7.278628942320682,5.562986664690745,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.275172319452771,4.77912349311153,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0
7.273786317844895,4.859812404361672,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0
7.272398392570047,4.6141299273595635,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
7.2682230211595655,5.991464547107982,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
7.264730177929867,4.393213824064446,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
7.261927092702751,4.9344739331306915,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7.261225091971921,5.0106352940962555,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1
7.258412150595307,4.6913478822291435,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7.254177846456518,4.700480365792417,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0
7.251344983372214,4.605170185988092,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7.249215057114389,4.248495242049359,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7.2399325913204695,4.9344739331306915,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7.2399325913204695,4.9344739331306915,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0
7.237778191923443,5.187385805840755,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0
7.232010331664759,4.248495242049359,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
7.221105098182496,4.3694478524670215,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
7.21890970761906,4.393213824064446,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7.2115567333138015,4.248495242049359,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0
7.21081845347222,4.382026634673881,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
7.20934025660291,4.605170185988092,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
7.2078598714324755,5.1298987149230735,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0
7.199678345691172,4.867534450455582,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7.197435354096591,4.2612704335380815,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
7.195937226475569,4.499809670330265,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0
7.193685818395112,4.382026634673881,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
7.1929342212158,4.382026634673881,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
7.182352111885263,5.14166355650266,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0
7.1770187659099,4.382026634673881,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
7.176254532017144,4.188138441508461,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.175489713624222,4.77912349311153,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
7.172424577124845,4.9344739331306915,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1
7.172424577124845,5.017279836814924,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
7.171656822768514,4.248495242049359,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
7.1693500166706,5.0106352940962555,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
7.16703787691222,4.859812404361672,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
7.165493475060845,5.003946305945459,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
7.164720378771857,4.9344739331306915,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
7.1631723908466425,4.912654885736052,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
7.158513997329321,5.0106352940962555,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
7.158513997329321,4.919980925828125,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
7.156176637480615,4.6913478822291435,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0
7.15305163493748,4.499809670330265,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0
7.152268856032539,4.248495242049359,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
7.149916836132109,4.382026634673881,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
7.142036574706803,5.003946305945459,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
7.135687347028144,5.056245805348308,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
7.1276936993473985,5.293304824724492,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
7.1204443723924875,4.382026634673881,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7.116394144093465,4.248495242049359,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
7.116394144093465,4.248495242049359,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0
7.1098794630722715,4.941642422609304,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7.108244139731541,4.248495242049359,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
7.102499355774649,4.382026634673881,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0
7.10002716662926,5.135798437050262,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
7.10002716662926,5.135798437050262,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
7.098375638590786,5.272999558563747,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7.0925737159746784,5.187385805840755,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
7.087573705557973,4.605170185988092,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0
7.086737934510577,4.248495242049359,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7.085901464365611,4.941642422609304,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0
7.085064293952548,5.241747015059643,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
7.0825485693553,4.3694478524670215,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
7.075808863978387,5.247024072160486,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
7.07326971745971,5.0689042022202315,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
7.07326971745971,4.430816798843313,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
7.07326971745971,4.499809670330265,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
7.072421900537371,5.0689042022202315,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
7.068172000388042,5.075173815233827,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
7.068172000388042,4.605170185988092,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7.062191632286556,5.0689042022202315,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
7.0587581525186645,5.241747015059643,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0
7.055312843339752,5.241747015059643,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
7.055312843339752,5.19295685089021,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
7.051855622955894,5.187385805840755,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
7.050122520269059,5.241747015059643,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7.045776576879511,5.075173815233827,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7.044032897274685,4.859812404361672,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
7.0431599159883405,4.605170185988092,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
7.039660349862076,4.9344739331306915,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
7.037905963447182,5.0106352940962555,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1
7.035268599281097,5.293304824724492,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
7.035268599281097,4.663439094112067,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1
7.033506484287697,5.0106352940962555,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7.025538314638521,4.941642422609304,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0
7.020190708311925,4.9344739331306915,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
7.0192966537150445,5.0689042022202315,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7.01571242048723,5.54907608489522,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
7.014814351275545,4.859812404361672,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
7.00850518208228,5.003946305945459,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
7.005789019253503,4.248495242049359,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0
7.00397413672268,5.135798437050262,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0
7.002155954403621,4.59511985013459,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
7.002155954403621,4.867534450455582,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
6.9975959829819265,4.0943445622221,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
6.993932975223189,4.248495242049359,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6.9874902470009905,5.19295685089021,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0
6.984716320118266,4.6913478822291435,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0
6.983789965258135,4.941642422609304,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6.981934677156389,4.382026634673881,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0
6.980075940561763,5.241747015059643,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0
6.97166860472579,5.703782474656201,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6.966967138613983,4.182050142641207,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
6.964135612418245,4.564348191467836,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
6.962243464266207,5.1298987149230735,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
6.961296045910167,5.1298987149230735,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6.9584483932976555,5.991464547107982,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
6.9584483932976555,4.189654742026425,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0
6.954638864880987,5.0689042022202315,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
